cleaned_name,AmountUSDMillions,AmountUSDMillions_top95_winsorized,AmountUSDMillions_top99_winsorized,original_MinMax_Scaled_Value,winsorized_95_MinMax_Scaled_Value,winsorized_99_MinMax_Scaled_Value
amauris invest,1.996403382055165,1.996403382055165,1.996403382055165,3.992633999910147e-05,0.014690850379591499,0.0010087505834830896
amazônia capital,0.17000585000000001,0.17000585000000001,0.17000585000000001,3.399968310618468e-06,0.0012510143866873965,8.590118746766116e-05
ambac financial,0.4376655920385341,0.4376655920385341,0.4376655920385341,8.752931754859302e-06,0.003220631062008366,0.00022114536456636623
ambank,947.790190013225,135.8943319079846,947.790190013225,0.01895498441734677,0.9999999999999999,0.47890319000794296
ambassador advisors,0.46670898624598417,0.46670898624598417,0.46670898624598417,9.33377453048588e-06,0.0034343514859437613,0.0002358205260972863
america first investment advisors,0.03894898748234846,0.03894898748234846,0.03894898748234846,7.789443612159957e-07,0.0002866116720167237,1.968025566318329e-05
americafirst capital management,0.0032959319075045158,0.0032959319075045158,0.0032959319075045158,6.591407240943123e-08,2.425300630356567e-05,1.6653381953932345e-06
american aig,99.52396933600151,99.52396933600151,99.52396933600151,0.0019903933447909627,0.7323629169494813,0.05028786630489865
american automobile association,0.051682538271969225,0.051682538271969225,0.051682538271969225,1.033604368630973e-06,0.0003803135256472665,2.611431475989607e-05
american century investments,61.64997616483538,61.64997616483538,61.64997616483538,0.0012329462240973628,0.45366112958774274,0.03115074467104865
american equity,4.917216108595131,4.917216108595131,4.917216108595131,9.834006943619746e-05,0.0361841142072709,0.0024845904339281842
american family,0.22761841997962787,0.22761841997962787,0.22761841997962787,4.552169903136314e-06,0.0016749656229687,0.00011501189555582248
american fidelity life insurance,0.0125,0.0125,0.0125,2.499874771814447e-07,9.198260156394994e-05,6.316006262430341e-06
american financial,3.4481238273837485,3.4481238273837485,3.4481238273837485,6.89594938679495e-05,0.025373565588260844,0.0017422816536040644
american national bank trust,0.002712765440457903,0.002712765440457903,0.002712765440457903,5.4251247226112543e-08,1.9961683337941415e-05,1.3706735276826769e-06
american national insurance,4.181979121447715,4.181979121447715,4.181979121447715,8.36359653184879e-05,0.03077375619388756,0.0021130869700827777
american portfolios advisors,0.11846186797034718,0.11846186797034718,0.11846186797034718,2.369133230699666e-06,0.0008717198176018712,5.985683959188968e-05
american research management,0.009424483129021161,0.009424483129021161,0.009424483129021161,1.8847979860001073e-07,6.935092274600204e-05,4.761996887689051e-06
american trust investment advisors,3.1014150141918617,3.1014150141918617,3.1014150141918617,6.202561733994662e-05,0.02282225378192588,0.0015670952479986417
americana partners,0.08671707081361558,0.08671707081361558,0.08671707081361558,1.7342647314975693e-06,0.00063812069149355,4.381670245386097e-05
americanricultural insurancempany,0.07854497944387848,0.07854497944387848,0.07854497944387848,1.5708299690187915e-06,0.000577985060668039,3.9687475682371335e-05
americo life,0.21813463939290922,0.21813463939290922,0.21813463939290922,4.3625024902961825e-06,0.0016051777189439059,0.00011021989324921195
ameriprise financial,83.55514144838129,83.55514144838129,83.55514144838129,0.0016710305923696503,0.6148537635249098,0.04221907355166822
ameritas mutual,0.39630174370298055,0.39630174370298055,0.39630174370298055,7.9256905479188e-06,0.0029162486217629265,0.00020024487505990843
amf capital,0.0004965954770392608,0.0004965954770392608,0.0004965954770392608,9.929763875446195e-09,3.6536450724543147e-06,2.50878370104324e-07
amf pensionsförsäkring,0.06786660373822645,0.06786660373822645,0.06786660373822645,1.3572716865483726e-06,0.0004994065389411272,3.4291863611379364e-05
amg national,0.485723270867448,0.485723270867448,0.485723270867448,9.714043784733437e-06,0.0035742711158982077,0.0002454281393198239
amica mutual insurance,0.03445502551464615,0.03445502551464615,0.03445502551464615,6.89069006970695e-07,0.00025354213992186575,1.7409528718571368e-05
amiral gestion,0.014435830940710164,0.014435830940710164,0.014435830940710164,2.887024224359313e-07,0.00010622772065577099,7.294150605634805e-06
amtrust financial,0.0043626927878581846,0.0043626927878581846,0.0043626927878581846,8.724836778305996e-08,3.210293548052114e-05,2.204355368187758e-06
anchor,0.0006376018034319152,0.0006376018034319152,0.0006376018034319152,1.2749768500863132e-08,4.691262495506078e-06,3.221266065161355e-07
ancora,0.013455696187280762,0.013455696187280762,0.013455696187280762,2.691005747109856e-07,9.901524357680021e-05,6.798904226168752e-06
andbank,1.2027791157472398,1.2027791157472398,1.2027791157472398,2.4054540775006084e-05,0.008850840309513722,0.0006077449634189168
andersen capital,6.891050261515459e-05,6.891050261515459e-05,6.891050261515459e-05,1.3764341281070461e-09,5.064573370321237e-07,3.4776008266354185e-08
ando securities,0.1520395043856198,0.1520395043856198,0.1520395043856198,3.0406569305509786e-06,0.001118806182169406,7.682308102706703e-05
andra ap fonden ap 2,82.21515301145244,82.21515301145244,82.21515301145244,0.001644231982074521,0.6049932460260461,0.04154199887434102
anfield,0.006544039181787276,0.006544039181787276,0.006544039181787276,1.3087340984952038e-07,4.815471898524955e-05,3.3065547343206576e-06
anga asset management,0.01995388,0.01995388,0.01995388,3.9905863317177494e-07,0.00014683316008286178,1.0082332341633405e-05
anima,13.167880843489481,13.167880843489481,13.167880843489481,0.00026334623129007116,0.09689793960575396,0.006653519067310211
annaly capital management,0.0008645880454536771,0.0008645880454536771,0.0008645880454536771,1.728929710772089e-08,6.3615767682073475e-06,4.3681911604766274e-07
annhow,248.3227451238681,135.8943319079846,248.3227451238681,0.004966240221403308,0.9999999999999999,0.12547350248408737
anphiko asset management,0.0031291290287733526,0.0031291290287733526,0.0031291290287733526,6.257815903881493e-08,2.3025560857574238e-05,1.5810553746003957e-06
anson funds management,0.006007484191935505,0.006007484191935505,0.006007484191935505,1.2014277391366103e-07,4.420639396935465e-05,3.0354420988602986e-06
ante asset management,0.13799540541132788,0.13799540541132788,0.13799540541132788,2.7597870924344127e-06,0.0010154604518068581,6.972682294056917e-05
antea vermögensverwaltung,0.9970986488842714,0.9970986488842714,0.9970986488842714,1.9941109252108812e-05,0.007337307963424924,0.0005038179205461231
anz,426.4164947492417,135.8943319079846,426.4164947492417,0.00852796124874838,0.9999999999999999,0.21546141934847282
aozora bank,15.52790113408549,15.52790113408549,15.52790113408549,0.0003105445968231603,0.11426452332526055,0.0078459994893079
apax partners,0.0005050630334722529,0.0005050630334722529,0.0005050630334722529,1.0099107683755355e-08,3.715954929822561e-06,2.551568906360071e-07
apella capital,0.016083939434883805,0.016083939434883805,0.016083939434883805,3.216631675007763e-07,0.00011835558847832607,8.126913408760462e-06
apex capital,14.080965174231968,14.080965174231968,14.080965174231968,0.0002816071285275421,0.10361701551200578,0.007114885943002751
apex fund services,0.14861629734655554,0.14861629734655554,0.14861629734655554,2.9721957491920696e-06,0.0010936159700894498,7.509338938382361e-05
apicil,0.18578131596180888,0.18578131596180888,0.18578131596180888,3.7154639916883208e-06,0.0013671006557045122,9.387227753934745e-05
apollo global management,1.6823990832598092,1.6823990832598092,1.6823990832598092,3.3646525485404345e-05,0.012380199930930594,0.000850089244752815
apollon,0.04537243387360876,0.04537243387360876,0.04537243387360876,9.074077358594146e-07,0.0003338796213500798,2.2925920157616587e-05
apolo investimentos,0.267944,0.267944,0.267944,5.3586466413743106e-06,0.0019717078010982763,0.00013538776472593492
apple financial,12.427291649999203,12.427291649999203,12.427291649999203,0.00024853508767258044,0.09144819653288289,0.006279311219394978
appleton partners,0.06498046621218101,0.06498046621218101,0.06498046621218101,1.2995514311438496e-06,0.00047816843807741826,3.283354458390487e-05
apricus finance,0.24083465241484284,0.24083465241484284,0.24083465241484284,4.8164831261764475e-06,0.0017722193660645506,0.00012168984595072548
apricus wealth,0.2678790691706071,0.2678790691706071,0.2678790691706071,5.3573480809202906e-06,0.001971229997289079,0.00013535495621867606
aqr capital management,19.037039711717785,19.037039711717785,19.037039711717785,0.0003807243346641115,0.14008707626458763,0.00961911096151755
aqs asset management,0.5161524315726959,0.5161524315726959,0.5161524315726959,1.0322600692296589e-05,0.003798188922455943,0.00026080350644841146
aqua wealth management,0.11958223312977605,0.11958223312977605,0.11958223312977605,2.391539565312962e-06,0.0008799642023705826,6.0422942147630784e-05
