cleaned_name,AmountUSDMillions,AmountUSDMillions_top95_winsorized,AmountUSDMillions_top99_winsorized,original_MinMax_Scaled_Value,winsorized_95_MinMax_Scaled_Value,winsorized_99_MinMax_Scaled_Value
bank bjb,13.945525835999998,13.945525835999998,13.945525835999998,0.00027889845885258014,0.10262036365452278,0.007046450616470384
bank bukopin,92.84322833235922,92.84322833235922,92.84322833235922,0.0018567843003355973,0.6832016243917831,0.046912194967230314
bank central asia,4319.99265307233,135.8943319079846,1979.0851465257185,0.086396118350501,0.9999999999999999,1.0000000000000002
bank dki,539.8734772563608,135.8943319079846,539.8734772563608,0.010797002813344394,0.9999999999999999,0.2727894139075815
bank for investment and development of vietnam bidv,0.11164472463180941,0.11164472463180941,0.11164472463180941,2.2327962574685967e-06,0.0008215547868229646,5.641224634091164e-05
bank für kirche und caritas,0.15676154217981653,0.15676154217981653,0.15676154217981653,3.1350936041506253e-06,0.0011535540464171672,7.920905103077861e-05
bank für sozialwirtschaft,0.004315604401520535,0.004315604401520535,0.004315604401520535,8.63066407650408e-08,3.1756428119204034e-05,2.180562361392495e-06
bank ganesha,39.38667198169659,39.38667198169659,39.38667198169659,0.0007876993874505621,0.28983307374010503,0.019901453945388153
bank gutmann,0.018046419746626467,0.018046419746626467,0.018046419746626467,3.6091107713706535e-07,0.000132796811194744,9.118523251961445e-06
bank jatim,0.096,0.096,0.096,1.919915289970566e-06,0.0007064305986244259,4.8507217767506334e-05
bank mandiri,4965.887755541947,135.8943319079846,1979.0851465257185,0.09931346201227696,0.9999999999999999,1.0000000000000002
bank maspion,104.31632111309311,104.31632111309311,104.31632111309311,0.0020862362372608386,0.7676281977955071,0.05270936483704234
bank negara indonesia,2648.34091320043,135.8943319079846,1979.0851465257185,0.052964528725238595,0.9999999999999999,1.0000000000000002
bank of america,3282.490970755676,135.8943319079846,1979.0851465257185,0.06564698164252396,0.9999999999999999,1.0000000000000002
bank of baroda,39.068947459275535,39.068947459275535,39.068947459275535,0.0007813451716805495,0.2874950474356905,0.01974091283729455
bank of beijing,32.21458951217155,32.21458951217155,32.21458951217155,0.0006442639384508359,0.2370561670556474,0.016277515641153678
bank of ceylon,0.05443209284015513,0.05443209284015513,0.05443209284015513,1.0885930829566618e-06,0.0004005465591470307,2.750362060817247e-05
bank of changsha,24.29875133922462,24.29875133922462,24.29875133922462,0.00048595401837248965,0.17880621603262825,0.012277769502294299
bank of china,2474.1426905459875,135.8943319079846,1979.0851465257185,0.049480714869560925,0.9999999999999999,1.0000000000000002
bank of dalian,2.374968851624055,2.374968851624055,2.374968851624055,4.749732211400761e-05,0.01747658444585333,0.0012000336468974543
bank of east asia,76.03382038466113,76.03382038466113,76.03382038466113,0.0015206106734088963,0.5595069292392617,0.03841867058403947
bank of hangzhou,106.10282470544364,106.10282470544364,106.10282470544364,0.0021219647646442377,0.7807744679040235,0.053612056464820056
bank of hawaii,0.041102822239874645,0.041102822239874645,0.041102822239874645,8.22019194338689e-07,0.0003024610067803309,2.076855384045001e-05
bank of industry,33.83949930578619,33.83949930578619,33.83949930578619,0.0006767607295601834,0.24901332355972486,0.017098556512759242
bank of jiangsu,135.8943319079846,135.8943319079846,135.8943319079846,0.0027177691534158613,0.9999999999999999,0.0686652274999985
bank of jiujiang,14.483389965755663,14.483389965755663,14.483389965755663,0.00028965527645474304,0.10657832218409218,0.007318224739338826
bank of kyoto,3.891348014879663,3.891348014879663,3.891348014879663,7.782359444280324e-05,0.028635101088328167,0.0019662357307155083
bank of nanjing,344.07931277447807,135.8943319079846,344.07931277447807,0.0068812887911874595,0.9999999999999999,0.17385776115171614
bank of new hampshire,0.0014579161676165314,0.0014579161676165314,0.0014579161676165314,2.9155346608435767e-08,1.0727675885124943e-05,7.36618305198352e-07
bank of new york mellon,552.3546307766486,135.8943319079846,552.3546307766486,0.011046615093574566,0.9999999999999999,0.27909594070999805
bank of ningbo,1431.9233232716217,135.8943319079846,1431.9233232716217,0.028637228540950826,0.9999999999999999,0.7235279016477053
bank of panhsin,0.25444409324428824,0.25444409324428824,0.25444409324428824,5.088660177165654e-06,0.0018723665955108475,0.00012856647824415003
bank of philippine islands,90.25057168111314,90.25057168111314,90.25057168111314,0.001804933408707711,0.664123149105272,0.04560216712132893
bank of shanghai,87.43326280000235,87.43326280000235,87.43326280000235,0.0017485896666983131,0.6433915347448024,0.04417862610482505
bank of springfield,0.016078732591428033,0.016078732591428033,0.016078732591428033,3.2155903513306816e-07,0.00011831727309470446,8.124282474227334e-06
bank of zhengzhou,1.0549614072780709,1.0549614072780709,1.0549614072780709,2.109831439661783e-05,0.007763100250843659,0.0005330550448294753
bank ofga,0.39275378170880654,0.39275378170880654,0.39275378170880654,7.854734375310539e-06,0.002890140380553742,0.00019845214673765494
bank ofmmunications,811.3001654279524,135.8943319079846,811.3001654279524,0.016225301923655542,0.9999999999999999,0.4099369685036285
bank panin,1615.5713912159406,135.8943319079846,1615.5713912159406,0.03231003113286944,0.9999999999999999,0.8163223265236014
bank pembangunan daerah danten,40.0,40.0,40.0,0.000799965417583828,0.2943463452657051,0.020211358761462742
bank pembangunan daerah sumatera selatan,17.586731598159822,17.586731598159822,17.586731598159822,0.00035171942620969033,0.1294147539233152,0.008886293520000763
bank rakyat indonesia,4213.237478244582,135.8943319079846,1979.0851465257185,0.08426110714566243,0.9999999999999999,1.0000000000000002
bank ribeirão preto brp,43.6958839365568,43.6958839365568,43.6958839365568,0.0008738799011586393,0.3215430935553495,0.022078829670031375
bank sinar mas,823.7175002703572,135.8943319079846,823.7175002703572,0.016473637885500415,0.9999999999999999,0.41621124875111654
bank tabungan negara,134.196251300638,134.196251300638,134.196251300638,0.0026838090092893233,0.9875044044547144,0.0678072145891335
bankhaus lampe,1.0924575315792133,1.0924575315792133,1.0924575315792133,2.1848204466585205e-05,0.008039021430177404,0.0005520012353804947
bankhaus metzler,2.5107007824696286,2.5107007824696286,2.5107007824696286,5.0211843388290166e-05,0.018475389392502598,0.00126861681578725
bankhaus schelhammer schattera kapitalanlagegesellschaft,0.7478278112880733,0.7478278112880733,0.7478278112880733,1.4955907999185085e-05,0.005503008958795331,0.00037786536209021124
bankinter,4.594396702479936,4.594396702479936,4.594396702479936,9.188396039691805e-05,0.03380859639290283,0.0023214749627743017
bankinvest,4.737502788436678,4.737502788436678,4.737502788436678,9.474595839833785e-05,0.03486166522982839,0.002393784174034954
banor,0.0026240160417576232,0.0026240160417576232,0.0026240160417576232,5.247633597751484e-08,1.9308606807741315e-05,1.3258298791615772e-06
banorte,0.04881543129541284,0.04881543129541284,0.04881543129541284,9.76264707763988e-07,0.0003592154641011205,2.4665611564020988e-05
banque cantonale de genève,0.10668943927885575,0.10668943927885575,0.10668943927885575,2.133694834340407e-06,0.0007850905334099648,5.390842008469041e-05
banque cantonale neuchâteloise,0.009317008334357998,0.009317008334357998,0.009317008334357998,1.8633039562058777e-07,6.85600524188731e-05,4.7076915967537435e-06
banque cantonale vaudoise,0.6781846645998867,0.6781846645998867,0.6781846645998867,1.356310527314011e-05,0.004990528815184011,0.0003426757964399081
banque degroof petercam,15.888477131562038,15.888477131562038,15.888477131562038,0.00031775580504843294,0.11691787900714735,0.008028192760843073
banque eric sturdza,0.18133306023525245,0.18133306023525245,0.18133306023525245,3.6265027227520923e-06,0.0013343674602363039,9.162464522572101e-05
banque et caisse d epargne de l etat,0.02783342640874287,0.02783342640874287,0.02783342640874287,5.56642749340905e-07,0.00020481605240139022,1.4063740833793075e-05
banque hottinguer,0.6410185935937242,0.6410185935937242,0.6410185935937242,1.2819815983735486e-05,0.004717036385383484,0.00032389637652812753
banque misr,0.9333607992516176,0.9333607992516176,0.9333607992516176,1.8666407361941875e-05,0.0068682828850569495,0.00047161220683678153
bantleon,0.5714404595569481,0.5714404595569481,0.5714404595569481,1.1428313454514147e-05,0.004205034647681659,0.0002887396607284372
baoying fund management,0.0028270081000000002,0.0028270081000000002,0.0028270081000000002,5.653600165217657e-08,2.0802356072486368e-05,1.428398512253252e-06
barclays,746.2090905300104,135.8943319079846,746.2090905300104,0.014923536698069754,0.9999999999999999,0.3770474917597744
baron capital,98.12159211693063,98.12159211693063,98.12159211693063,0.001962347012789186,0.7220433016994053,0.049579267576039726
barratt oke,0.21787581,0.21787581,0.21787581,4.357326126200537e-06,0.001603273081793565,0.00011008911090597885
bartlett,0.006108958725602765,0.006108958725602765,0.006108958725602765,1.221721768604965e-07,4.4953110424019234e-05,3.086715554097835e-06
barwon investment partners,0.011688020971432964,0.011688020971432964,0.011688020971432964,2.3374859858018018e-07,8.600752506385262e-05,5.905726275221263e-06
basellandschaftliche kantonalbank,0.058582660934773906,0.058582660934773906,0.058582660934773906,1.171600856610303e-06,0.00043108917294824774,2.960083613327763e-05
baskin wealth management,0.07781520020174883,0.07781520020174883,0.07781520020174883,1.5562350150831211e-06,0.0005726148643372261,3.931872992959641e-05
bayerische vermögen,0.0076851245309907945,0.0076851245309907945,0.0076851245309907945,1.5369413034534245e-07,5.655157655762267e-05,3.8831268698127435e-06
bayernlb,0.1748101944179506,0.1748101944179506,0.1748101944179506,3.4960510455376754e-06,0.0012863679172837846,8.832874568899032e-05
bayesian capital management,0.2337699996541706,0.2337699996541706,0.2337699996541706,4.675196178478915e-06,0.0017202329979361336,0.00011812019015628907
baystate wealth management,0.002415612126057832,0.002415612126057832,0.002415612126057832,4.830843783235028e-08,1.7775033531318596e-05,1.220526721248093e-06
bb k,0.08844405960176431,0.08844405960176431,0.08844405960176431,1.7688030142485218e-06,0.0006508290124734767,4.4689322205090644e-05
bcm advisors,0.11712794353762097,0.11712794353762097,0.11712794353762097,2.3424558952461522e-06,0.0008619039230399712,5.918282895868082e-05
bdl capital management,1.064772252227523,1.064772252227523,1.064772252227523,2.1294522813959768e-05,0.007835294909869549,0.0005380123075157728
bdo unibank,0.5088881864885765,0.5088881864885765,0.5088881864885765,1.017732207068117e-05,0.003744733822550631,0.00025713299985237806
bdo usa,0.004266507069879391,0.004266507069879391,0.004266507069879391,8.532473657772009e-08,3.1395137615157144e-05,2.1557542667385256e-06
beach point capital management,0.0025211265021984407,0.0025211265021984407,0.0025211265021984407,5.041863413613825e-08,1.8551477807733956e-05,1.2738414441292256e-06
beacon capital management,1.0298544329032295e-06,1.0298544329032295e-06,1.0298544329032295e-06,1.8879848469982016e-11,6.946818292588482e-09,4.770048584617393e-10
beacon pointe,0.04274634747265033,0.04274634747265033,0.04274634747265033,8.548882781378847e-07,0.00031455514794676655,2.159900079506041e-05
beck mack oliver,0.052062917716178894,0.052062917716178894,0.052062917716178894,1.0412116286704818e-06,0.0003831126081337049,2.6306514395618625e-05
becker capital management,0.022654975876069742,0.022654975876069742,0.022654975876069742,4.5307821554852775e-07,0.0001667096026088422,1.1447152789570494e-05
bedrijfstakpensioenfonds voor de bouwnijverheid bpfbouw,13.705111322795293,13.705111322795293,13.705111322795293,0.0002740903764310389,0.1008512353179611,0.0069249730167636825
beijing hony assets management,0.0107010129,0.0107010129,0.0107010129,2.1400929043726688e-07,7.874446958391838e-05,5.407006918346469e-06
beijing ruralmmercial bank,2.9136546034698356,2.9136546034698356,2.9136546034698356,5.8270571447666154e-05,0.021440589011921075,0.0014722229222375288
bell bank,0.02067301530878769,0.02067301530878769,0.02067301530878769,4.1344071764247257e-07,0.00015212503134154516,1.0445699885511602e-05
bell investment advisors,0.0030566461544802984,0.0030566461544802984,0.0030566461544802984,6.11285642156668e-08,2.249218412786701e-05,1.5444309401118437e-06
bellecapital,4.88963825,4.88963825,4.88963825,9.778853610583608e-05,0.03598117815964221,0.00247065578404981
bellevue,0.3923053706811108,0.3923053706811108,0.3923053706811108,7.845766542415802e-06,0.002886840676867186,0.00019822557183333495
belpointe asset management,0.08108592329377522,0.08108592329377522,0.08108592329377522,1.6216466493263129e-06,0.0005966829991017179,4.097137387870086e-05
beltraith capital,0.16050549168193604,0.16050549168193604,0.16050549168193604,3.2099693574831682e-06,0.0011811044927964832,8.110080869914086e-05
benedetti gucer,0.041561024463982695,0.041561024463982695,0.041561024463982695,8.311828426970107e-07,0.00030583276053903563,2.100007607936545e-05
benedict financial advisors,0.20844556406497355,0.20844556406497355,0.20844556406497355,4.168729360112606e-06,0.0015338791209963832,0.00010532415880071437
beneficial financial,0.5512804082343384,0.5512804082343384,0.5512804082343384,1.1025129856779034e-05,0.004056683711683887,0.0002785531099583125
benjamin edwards,0.21530889868743672,0.21530889868743672,0.21530889868743672,4.30599011908901e-06,0.0015843840576661833,0.0001087920917670192
bennicas and associates,0.39743390953232394,0.39743390953232394,0.39743390953232394,7.948332885728501e-06,0.0029245798436333503,0.00020081694030499403
berenberg bank,0.07082385872415387,0.07082385872415387,0.07082385872415387,1.4164142296682467e-06,0.00052116796891598,3.578611715132791e-05
bergankdv wealth management,0.006049035456187704,0.006049035456187704,0.006049035456187704,1.2097376327691007e-07,4.451215553935577e-05,3.0564372866251828e-06
bergslaget s sick and healthcare foundation,0.47831895095232096,0.47831895095232096,0.47831895095232096,9.565963787595006e-06,0.0035197852531264136,0.000241686855157065
berkana wealth management,0.04280113518647409,0.04280113518647409,0.04280113518647409,8.559839850494226e-07,0.0003149583120308687,2.1626684148615116e-05
berkshire asset management,0.020988785970222277,0.020988785970222277,0.020988785970222277,4.1975585788190297e-07,0.00015444867984991577,1.06052537389689e-05
berkshire hathaway,217.2201653706724,135.8943319079846,217.2201653706724,0.004344215515063748,0.9999999999999999,0.10975786750539787
berner kantonalbank,0.21416560057225545,0.21416560057225545,0.21416560057225545,4.283125145186608e-06,0.0015759709171043132,0.00010821440155634894
bessemer,8.250506737511891,8.250506737511891,8.250506737511891,0.00016500300032646622,0.060712662118149435,0.004168848756473271
bessemer investors,0.000804573775705648,0.000804573775705648,0.000804573775705648,1.608906359614649e-08,5.919952243156766e-06,4.0649486756548577e-07
best life health insurance,0.00015302443282365965,0.00015302443282365965,0.00015302443282365965,3.058640014312862e-09,1.1254230369303344e-06,7.727742886456062e-08
bestinver,30.4357117556564,30.4357117556564,30.4357117556564,0.0006086879211914758,0.2239660128699448,0.015378677225982353
bethia,0.00538831083842543,0.00538831083842543,0.00538831083842543,1.077598421296564e-07,3.965010861728897e-05,2.7225837286057986e-06
beverly hills private wealth,0.010047387279208017,0.010047387279208017,0.010047387279208017,2.0093734309221197e-07,7.393466175729511e-05,5.076740369700108e-06
bgfibank,1.2147027084045237,1.2147027084045237,1.2147027084045237,2.42930023199973e-05,0.008938581957729686,0.0006137697636548909
bill few associates,0.024368027373019168,0.024368027373019168,0.024368027373019168,4.873377645245264e-07,0.00017931536382036347,1.2312730250970259e-05
bimb,74.19497216239586,74.19497216239586,74.19497216239586,0.0014838352986800507,0.5459754728671765,0.037489530053843936
bivin associates,0.0016042259879619246,0.0016042259879619246,0.0016042259879619246,3.208141652794417e-08,1.1804319909813625e-05,8.105463120901143e-07
bizma investimentos,218.07221236,135.8943319079846,218.07221236,0.00436125571824077,0.9999999999999999,0.1101883931908947
bks asset management,0.11834513716538929,0.11834513716538929,0.11834513716538929,2.366798715516332e-06,0.0008708608354545462,5.979785738732518e-05
blackrock,2473.2530363632322,135.8943319079846,1979.0851465257185,0.049462922555027426,0.9999999999999999,1.0000000000000002
blackstone,0.09416868555246642,0.09416868555246642,0.09416868555246642,1.883290584223274e-06,0.0006929545807289178,4.758188393291722e-05
blaylock beal van,1.9541228112281448,1.9541228112281448,1.9541228112281448,3.908076513485427e-05,0.014379722091456935,0.0009873868887966448
bleakley financial,0.4954093205367135,0.4954093205367135,0.4954093205367135,9.907756404359344e-06,0.003645547449056393,0.0002503223449514964
bls capital,25.024433969425335,25.024433969425335,25.024433969425335,0.000500467043611174,0.1841462667946451,0.012644445302729727
blucora,0.25063661658710484,0.25063661658710484,0.25063661658710484,5.01251393565217e-06,0.0018443486744825737,0.00012664262132266663
blue bell private wealth management,0.003304063775818672,0.003304063775818672,0.003304063775818672,6.607670274557192e-08,2.4312845946655408e-05,1.6694470980995099e-06
blue cross blue shield of michigan mutual insurancempany,0.10605709116057764,0.10605709116057764,0.10605709116057764,2.121048418650856e-06,0.000780437299461211,5.35889047169885e-05
blue fin capital,0.00622804468298228,0.00622804468298228,0.00622804468298228,1.2455379305619318e-07,4.582942333407759e-05,3.146887779428178e-06
blue lakes advisors,0.17423706422018348,0.17423706422018348,0.17423706422018348,3.4845889370634166e-06,0.0012821504477978818,8.80391521872665e-05
blue zone wealth advisors,0.014214737452552308,0.014214737452552308,0.014214737452552308,2.842807438119628e-07,0.00010460076914724753,7.182435610170576e-06
bmo financial,96.43920630895086,96.43920630895086,96.43920630895086,0.0019287007510815559,0.7096631988252001,0.04872918499570903
bndes,1256.8340391825159,135.8943319079846,1256.8340391825159,0.02513559422691809,0.9999999999999999,0.635058093057576
bnk financial,81.35032576417703,81.35032576417703,81.35032576417703,0.0016269361847872986,0.598629277524349,0.04110501552936917
bnp paribas,6090.739666009139,135.8943319079846,1979.0851465257185,0.1218095277674643,0.9999999999999999,1.0000000000000002
boenning scattergood,0.06305077671827969,0.06305077671827969,0.06305077671827969,1.2609593095161518e-06,0.00046396851179626486,3.185850341532626e-05
bogari capital,5.87773467,5.87773467,5.87773467,0.00011754961027919369,0.04325224242517068,0.0029699250660094314
bogart wealth,0.0018368008389562842,0.0018368008389562842,0.0018368008389562842,3.673271248280365e-08,1.3515758848258211e-05,9.280626561507677e-07
boit c f david,0.016126618832455353,0.016126618832455353,0.016126618832455353,3.2251671855512137e-07,0.0001186696515963331,8.148478624207772e-06
bok financial,0.036252043900201925,0.036252043900201925,0.036252043900201925,7.250078211279763e-07,0.000266765784804328,1.8317533302804825e-05
bookook securities,8.89,8.89,8.89,0.00017779231272311468,0.06541847474413132,0.004491974451008684
boston research and management,0.01499570915262718,0.01499570915262718,0.01499570915262718,2.99899502649762e-07,0.00011034767330140225,7.577048091336296e-06
boston trust investment management,0.0025211265021984407,0.0025211265021984407,0.0025211265021984407,5.041863413613825e-08,1.8551477807733956e-05,1.2738414441292256e-06
boston trust walden,0.3617922744954128,0.3617922744954128,0.3617922744954128,7.235530997807338e-06,0.0026623052177604098,0.00018280779345195158
bowen hanes mpany,0.17161235345883308,0.17161235345883308,0.17161235345883308,3.4320969909447823e-06,0.0012628360972568658,8.671292791335292e-05
bper banca,2.6306002617604634,2.6306002617604634,2.6306002617604634,5.2609729318909305e-05,0.019357688732608555,0.001329200100698724
bpl pensioen,3.7850363974961434,3.7850363974961434,3.7850363974961434,7.569745400338606e-05,0.02785279018574657,0.001912518174614014
bradesco,9654.263202364249,135.8943319079846,1979.0851465257185,0.1930769177661235,0.9999999999999999,1.0000000000000002
bradley foster rgent,0.05463540838142951,0.05463540838142951,0.05463540838142951,1.0926592180123068e-06,0.0004020426888129865,2.760635269205482e-05
brain asset management,0.006140771954686864,0.006140771954686864,0.006140771954686864,1.2280841393908535e-07,4.518721311732164e-05,3.1027902687918073e-06
brandes investment partners,13.141419378151864,13.141419378151864,13.141419378151864,0.0002628170248597186,0.09670321871502362,0.00664014851304921
brandon hill capital,0.396,0.396,0.396,7.919655934721901e-06,0.0029140281928536813,0.00020009240880370751
braseg overseas bank,26.239577159446174,26.239577159446174,26.239577159446174,0.0005247688568990434,0.19308809073775868,0.013258437678048553
brasil capital,25.153521797786436,25.153521797786436,25.153521797786436,0.0005030486885797099,0.1850961800590926,0.01270967131313828
brasil plural,0.09697818008207387,0.09697818008207387,0.09697818008207387,1.9394780459582485e-06,0.0007136286919441234,4.9001476482869586e-05
bray capital advisors,0.10883738174710282,0.10883738174710282,0.10883738174710282,2.176651826771505e-06,0.000800896508828115,5.499374098263708e-05
brb banco de brasília,165.63901620370848,135.8943319079846,165.63901620370848,0.0033126371245303654,0.9999999999999999,0.08369473967092783
brewin dolphin,0.0015302443282365964,0.0015302443282365964,0.0015302443282365964,3.0601847291876786e-08,1.1259914129724551e-05,7.73164565347984e-07
bridgefront capital,0.05685768350286853,0.05685768350286853,0.05685768350286853,1.1371027992453649e-06,0.0004183956528523342,2.8729232688115926e-05
bridgewater advisors,0.17831100148852477,0.17831100148852477,0.17831100148852477,3.566064160440198e-06,0.0013121291615066522,9.009764738423655e-05
bridgewater associates,1.6535966623919687,1.6535966623919687,1.6535966623919687,3.307050196824429e-05,0.012168252747544517,0.000835535843187626
bridgeway capital management,0.00219574986599737,0.00219574986599737,0.00219574986599737,4.391138270591148e-08,1.6157142210080986e-05,1.1094338456050396e-06
brighton jones,0.015912113600843283,0.015912113600843283,0.015912113600843283,3.182267993664056e-07,0.00011709118081881178,8.040092569167171e-06
brightsphere investment,11.854809221710076,11.854809221710076,11.854809221710076,0.00023708593402787303,0.08723549376145089,0.005990045025204726
brinker capital,0.07625307944316134,0.07625307944316134,0.07625307944316134,1.5249939503920976e-06,0.0005611197509087151,3.8529415350889414e-05
bristol gate capital partners,0.0012698105157696819,0.0012698105157696819,0.0012698105157696819,2.5393396192125808e-08,9.343470603531508e-06,6.415715346310392e-07
britishlumbia investment management,14.853911586884394,14.853911586884394,14.853911586884394,0.0002970653885548937,0.1093048643154712,0.007505443375078298
brl trust investimentos,1.179051721085535,1.179051721085535,1.179051721085535,2.3580013394519795e-05,0.008676238511605363,0.0005957558912436305
brm,0.0008330949529237323,0.0008330949529237323,0.0008330949529237323,1.6659462483451478e-08,6.129829850527529e-06,4.209061612227546e-07
broad run investment management,0.16996872038799837,0.16996872038799837,0.16996872038799837,3.3992257504776343e-06,0.0012507411625469647,8.588242646989994e-05
brompton,0.02189519798219635,0.02189519798219635,0.02189519798219635,4.378833145123419e-07,0.00016111865643996396,1.1063249198944226e-05
brookfield asset management,13.566151757982862,13.566151757982862,13.566151757982862,0.00027131130526776527,0.09982867931471087,0.006854758976169017
brown advisory,0.08834335747955592,0.08834335747955592,0.08834335747955592,1.7667890588631004e-06,0.0006500879799310733,4.463843903698161e-05
brown brothers harriman,0.3666797345223978,0.3666797345223978,0.3666797345223978,7.333275973052336e-06,0.0026982703677519556,0.00018527734865819264
bryn mawr capital management,0.000629584343314841,0.000629584343314841,0.000629584343314841,1.2589426229756188e-08,4.632264743285138e-06,3.180755124378961e-07
btc financial,0.4471106672759884,0.4471106672759884,0.4471106672759884,8.9418250941756e-06,0.003290134146580094,0.00022591780968043559
btg pactual,1624.0579086855298,135.8943319079846,1624.0579086855298,0.032479754145518396,0.9999999999999999,0.8206104277631339
burgundy asset management,0.3042880294395221,0.3042880294395221,0.3042880294395221,6.085495810115443e-06,0.0022391511076158967,0.00015375182021131918
burleson mpany,0.011056259355384597,0.011056259355384597,0.011056259355384597,2.2111391242818294e-07,8.135860698480342e-05,5.5865072576944935e-06
business first bancshares,0.046392975190940336,0.046392975190940336,0.046392975190940336,9.278176799302225e-07,0.0003413894365399223,2.3441583326110066e-05
butcherjoseph,0.06611227586582831,0.06611227586582831,0.06611227586582831,1.3221866457475485e-06,0.00048649703897247565,3.340542985912068e-05
butiá investimentos,0.005790723005208531,0.005790723005208531,0.005790723005208531,1.158077375729598e-07,4.261132238821882e-05,2.925916145862825e-06
butterfield,4.213057368204292,4.213057368204292,4.213057368204292,8.425750338593138e-05,0.031002450403129836,0.0021287903099883303
buy hold,0.016985989910292158,0.016985989910292158,0.016985989910292158,3.397033971705255e-07,0.00012499347000960884,8.582705054224033e-06
bwgi,23.987793800000002,23.987793800000002,23.987793800000002,0.0004797351364162303,0.17651798564762922,0.01212064764233593
bz bank,0.3323173192066446,0.3323173192066446,0.3323173192066446,6.646057373646501e-06,0.002445409083142078,0.00016791457102451353
c m bidwell associates,0.029833377391486823,0.029833377391486823,0.029833377391486823,5.966400400031692e-07,0.00021953300899499683,1.5074284006400676e-05
c quadrat,0.01021239092407576,0.01021239092407576,0.01021239092407576,2.04237273341029e-07,7.514886725545874e-05,5.160114066463263e-06
cadelux,0.14862354821751947,0.14862354821751947,0.14862354821751947,2.9723407603428433e-06,0.0010936693267737697,7.509705313269111e-05
caisse de dépôt et placement du québec cdpq,101.03729725055332,101.03729725055332,101.03729725055332,0.0020206585947835404,0.7434989804942965,0.05105252664165782
caitong securities,1.2544638732296498,1.2544638732296498,1.2544638732296498,2.508819124227719e-05,0.009231170797102025,0.000633860442874353
caixa economica federal,0.11538276372538807,0.11538276372538807,0.11538276372538807,2.3075538077399747e-06,0.0008490617405233618,5.830101757458133e-05
caixa econômica federal,6632.697905635141,135.8943319079846,1979.0851465257185,0.13264822402760432,0.9999999999999999,1.0000000000000002
caja rural,0.1411265830713133,0.1411265830713133,0.1411265830713133,2.822407938676252e-06,0.001038501719371152,7.130895681975975e-05
calamos investments,1.6554615120673561,1.6554615120673561,1.6554615120673561,3.3107797349556864e-05,0.012181975539734465,0.000836478121835284
caldwell sutter capital,0.011706893468968083,0.011706893468968083,0.011706893468968083,2.3412603221527824e-07,8.614640133103803e-05,5.915262245701901e-06
california public employees retirement system calpers,125.80660610480793,125.80660610480793,125.80660610480793,0.002516023358367775,0.9257678692855427,0.06356806135668067
california state teachers retirement system calstrs,124.77458467492261,124.77458467492261,124.77458467492261,0.0024953838219706507,0.9181735758661831,0.0630465974713386
callahan advisors,0.03885211669330175,0.03885211669330175,0.03885211669330175,7.770070291815534e-07,0.0002858988329472217,1.9631308406305047e-05
cambria investment management,3.789511406346455,3.789511406346455,3.789511406346455,7.578695031166884e-05,0.027885720248320246,0.0019147793248522245
cambridge ban,0.0219989136006423,0.0219989136006423,0.0219989136006423,4.399575372172942e-07,0.00016188186427251491,1.1115655038396117e-05
cambridge investment research,0.9265045555199188,0.9265045555199188,0.9265045555199188,1.852928841465056e-05,0.006817830127831791,0.00046814785678391376
camelot portfolios,0.16925379412025515,0.16925379412025515,0.16925379412025515,3.3849278431890364e-06,0.0012454802641845607,8.552118568699109e-05
cameron enterprises,0.21813463939290922,0.21813463939290922,0.21813463939290922,4.3625024902961825e-06,0.0016051777189439059,0.00011021989324921195
campbell capital management,0.00026831003546854196,0.00026831003546854196,0.00026831003546854196,5.364252400790036e-09,1.9737704337573744e-06,1.3552939586672082e-07
campion asset management,0.056285977756909654,0.056285977756909654,0.056285977756909654,1.125669178575807e-06,0.000414188665421048,2.8440358939057024e-05
canaccord financial,20.916730705992663,20.916730705992663,20.916730705992663,0.00041831652952385826,0.15391908065410637,0.010568888689704832
canada pension plan investment board,63.753854535566305,63.753854535566305,63.753854535566305,0.0012750219726723213,0.46914285235366454,0.03221380068686259
canadian western bank,0.06010916540153418,0.06010916540153418,0.06010916540153418,1.20212962625569e-06,0.00044232219824291507,3.03721543706492e-05
canal capital management,0.6735008493244635,0.6735008493244635,0.6735008493244635,1.3469433016871899e-05,0.00495606221740455,0.0003403091396622304
canal insurance,0.23807092140630998,0.23807092140630998,0.23807092140630998,4.7612108952996e-06,0.0017518820129794374,0.0001202933769743884
candace shira associates,0.000694980099804196,0.000694980099804196,0.000694980099804196,1.389728482376767e-08,5.113489792280812e-06,3.5111893990588204e-07
candlestick capital management,5.982281429853505,5.982281429853505,5.982281429853505,0.0001196404550937608,0.044021566343627555,0.003022750867891463
cannell,0.1474830503423947,0.1474830503423947,0.1474830503423947,2.9495317888207144e-06,0.0010852767922226063,7.452077783843387e-05
canoe financial,0.14274555880210515,0.14274555880210515,0.14274555880210515,2.854786053659245e-06,0.0010504152091325243,7.212699930454328e-05
cantor fitzgerald,2.6053183807724833,2.6053183807724833,2.6053183807724833,5.210411355577814e-05,0.019171648000453036,0.0013164255715009993
canvas capital,0.7660473297495394,0.7660473297495394,0.7660473297495394,1.5320282617321936e-05,0.005637080175873823,0.0003870713927121077
capital,657.2122513090849,135.8943319079846,657.2122513090849,0.0131436768529758,0.9999999999999999,0.3320788155100342
capital advisors,0.0009580202829942045,0.0009580202829942045,0.0009580202829942045,1.915786108472744e-08,7.049112710933764e-06,4.84028927969398e-07
